t,mean_diff,lo,hi,hormone_name,cohort,method
180,-54.7940002212902,-77.86052407053954,-31.72747637204085,ghrelin_acyl,Obesity,sup-t bootstrap
0,24.95093513792358,-12.162343046168544,62.0642133220157,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
3.6,23.172848192083364,-10.196668786818798,56.542365170985526,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
7.2,21.394761246243235,-10.018741139807084,52.80826363229355,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
10.8,19.616674300403062,-11.96252492676631,51.19587352757243,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
14.4,17.83858735456289,-15.996863557429272,51.67403826655505,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
18,15.973357163776654,-14.541594690116519,46.48830901766983,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
21.6,14.09069832400121,-13.336175683532343,41.517572331534765,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
25.2,12.208039484225793,-14.390604749558243,38.80668371800983,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
28.8,10.32538064445042,-17.904491094477102,38.55525238337794,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
32.4,9.582190369131894,-18.0334344395973,37.19781517786109,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
36,9.408734376041679,-16.079815786357234,34.89728453844059,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
39.6,9.235278382951535,-14.644484121054166,33.11504088695723,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
43.2,9.061822389861362,-13.83694039716001,31.960585176882734,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
46.800000000000004,8.888366396771133,-13.738984954343636,31.5157177478859,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
50.4,8.714910403680975,-14.375653323072964,31.805474130434913,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
54,8.541454410590902,-15.704878288061401,32.787787109243204,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
57.6,8.367998417500601,-17.634474109360244,34.37047094436144,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
61.2,8.056799157918718,-18.762033159705535,34.875631475542974,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
64.8,7.4701133653532565,-17.6720714953098,32.612298226016314,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
68.4,6.883427572787838,-16.967120718626283,30.73397586420196,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
72,6.296741780222476,-16.712111941352042,29.305595501796994,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
75.60000000000001,5.710055987656986,-16.957223225053262,28.377335200367234,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
79.2,5.1233701950915105,-17.724895511073854,27.971635901256874,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
82.8,4.536684402526106,-19.003078684610347,28.07644748966256,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
86.4,3.949998609960673,-20.748931491643077,28.648928711564423,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
90,3.3633128173952684,-22.900604477549845,29.62723011234038,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
93.60000000000001,0.8607364204322892,-23.789030563939505,25.510503404804084,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
97.2,-1.6418399765306617,-25.154939800505193,21.87125984744387,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
100.8,-4.144416373493641,-27.0694660903604,18.78063334337312,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
104.4,-6.646992770456663,-29.574860877842745,16.28087533692942,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
108,-9.149569167419628,-32.67091176555431,14.371773430715049,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
111.60000000000001,-11.652145564382607,-36.31501582573328,13.010724696968065,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
115.2,-14.15472196134553,-40.43585534021378,12.126411417522718,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
118.8,-16.657298358308566,-44.95174947628864,11.637152759671512,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
122.4,-16.66854213775133,-44.54364579162031,11.206561516117645,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
126,-15.434119608434045,-41.956321586067915,11.088082369199828,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
129.6,-14.199697079116746,-39.90611310259146,11.506718944357967,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
133.20000000000002,-12.965274549799403,-38.444663961686835,12.514114862088029,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
136.8,-11.730852020482075,-37.58748710384775,14.125783062883595,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
140.4,-10.496429491164875,-37.30908888681522,16.316229904485468,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
144,-9.262006961847533,-37.55085039704416,19.026836473349096,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
147.6,-8.02758443253019,-38.236613793568424,22.18144492850804,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
151.20000000000002,-6.739621084393704,-38.088679065707694,24.609436896920286,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
154.8,-5.344576098619044,-35.78482136890251,25.09566917166443,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
158.4,-3.949531112844312,-33.69625889947817,25.797196673789546,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
162,-2.5544861270695094,-31.838291924933625,26.729319670794606,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
165.6,-1.1594411412947494,-30.221941654839686,27.903059372250187,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
169.20000000000002,0.23560384447999638,-28.852723303887043,29.323930992847036,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
172.8,1.6306488302546995,-27.729984721814674,30.991282382324073,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
176.4,3.0256938160295164,-26.846986260676484,32.89837389273552,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
180,4.4207388018042195,-26.191700066234397,35.033177669842836,ghrelin_acyl,Obesity_T2DM,sup-t bootstrap
0,-55.531109800279765,-83.99401423387553,-27.068205366684,ghrelin_acyl,RYGBP,sup-t bootstrap
3.6,-54.352350885519314,-80.04050508855647,-28.66419668248216,ghrelin_acyl,RYGBP,sup-t bootstrap
7.2,-53.17359197075885,-77.23135499811417,-29.115828943403535,ghrelin_acyl,RYGBP,sup-t bootstrap
10.8,-51.9948330559984,-75.80283623476393,-28.186829877232874,ghrelin_acyl,RYGBP,sup-t bootstrap
14.4,-50.81607414123792,-75.7963949317761,-25.83575335069973,ghrelin_acyl,RYGBP,sup-t bootstrap
18,-50.96427318925434,-74.44469671448836,-27.483849664020326,ghrelin_acyl,RYGBP,sup-t bootstrap
21.6,-51.377863829826225,-73.48602447368643,-29.26970318596602,ghrelin_acyl,RYGBP,sup-t bootstrap
25.2,-51.79145447039798,-73.57211584397922,-30.010793096816737,ghrelin_acyl,RYGBP,sup-t bootstrap
28.8,-52.20504511096969,-74.74855010402733,-29.661540117912054,ghrelin_acyl,RYGBP,sup-t bootstrap
32.4,-52.36757447974163,-74.6208328692986,-30.114316090184655,ghrelin_acyl,RYGBP,sup-t bootstrap
36,-52.404573212613684,-73.66261339796624,-31.14653302726113,ghrelin_acyl,RYGBP,sup-t bootstrap
39.6,-52.4415719454857,-72.92577995814094,-31.957363932830457,ghrelin_acyl,RYGBP,sup-t bootstrap
43.2,-52.47857067835767,-72.43610121455842,-32.52104014215693,ghrelin_acyl,RYGBP,sup-t bootstrap
46.800000000000004,-52.51556941122969,-72.21341229097237,-32.81772653148701,ghrelin_acyl,RYGBP,sup-t bootstrap
50.4,-52.55256814410173,-72.26826607596973,-32.83687021223371,ghrelin_acyl,RYGBP,sup-t bootstrap
54,-52.589566876973734,-72.59991963698995,-32.579214116957516,ghrelin_acyl,RYGBP,sup-t bootstrap
57.6,-52.62656560984579,-73.19648131297643,-32.05664990671515,ghrelin_acyl,RYGBP,sup-t bootstrap
61.2,-52.231500361022455,-72.99697185783694,-31.466028864207964,ghrelin_acyl,RYGBP,sup-t bootstrap
64.8,-50.97230714880861,-70.92593827304408,-31.018676024573136,ghrelin_acyl,RYGBP,sup-t bootstrap
68.4,-49.71311393659463,-69.07169547813506,-30.35453239505421,ghrelin_acyl,RYGBP,sup-t bootstrap
72,-48.45392072438059,-67.45462227090906,-29.45321917785212,ghrelin_acyl,RYGBP,sup-t bootstrap
75.60000000000001,-47.194727512166686,-66.0882008540749,-28.301254170258467,ghrelin_acyl,RYGBP,sup-t bootstrap
79.2,-45.935534299952806,-64.97666625905418,-26.894402340851435,ghrelin_acyl,RYGBP,sup-t bootstrap
82.8,-44.67634108773888,-64.11421065587292,-25.238471519604833,ghrelin_acyl,RYGBP,sup-t bootstrap
86.4,-43.417147875524876,-63.48606753038027,-23.348228220669487,ghrelin_acyl,RYGBP,sup-t bootstrap
90,-42.157954663310896,-63.07103656387394,-21.244872762747853,ghrelin_acyl,RYGBP,sup-t bootstrap
93.60000000000001,-43.87195783442656,-63.72828312706129,-24.01563254179183,ghrelin_acyl,RYGBP,sup-t bootstrap
97.2,-45.585961005542124,-64.67313972306081,-26.498782288023435,ghrelin_acyl,RYGBP,sup-t bootstrap
100.8,-47.299964176657724,-65.9412411281538,-28.658687225161643,ghrelin_acyl,RYGBP,sup-t bootstrap
104.4,-49.01396734777338,-67.55592245209195,-30.472012243454813,ghrelin_acyl,RYGBP,sup-t bootstrap
108,-50.72797051888902,-69.5226790699429,-31.933261967835147,ghrelin_acyl,RYGBP,sup-t bootstrap
111.60000000000001,-52.44197369000465,-71.82774470040962,-33.05620267959968,ghrelin_acyl,RYGBP,sup-t bootstrap
115.2,-54.15597686112025,-74.44156887952003,-33.87038484272047,ghrelin_acyl,RYGBP,sup-t bootstrap
118.8,-55.869980032235894,-77.32533943557324,-34.41462062889855,ghrelin_acyl,RYGBP,sup-t bootstrap
122.4,-56.015585790139895,-77.27486019456566,-34.756311385714135,ghrelin_acyl,RYGBP,sup-t bootstrap
126,-55.376992841438245,-75.92590619525467,-34.82807948762182,ghrelin_acyl,RYGBP,sup-t bootstrap
129.6,-54.738399892736595,-74.90135734770965,-34.57544243776354,ghrelin_acyl,RYGBP,sup-t bootstrap
133.20000000000002,-54.09980694403486,-74.21989114186735,-33.97972274620238,ghrelin_acyl,RYGBP,sup-t bootstrap
136.8,-53.46121399533313,-73.88366841230028,-33.03875957836598,ghrelin_acyl,RYGBP,sup-t bootstrap
140.4,-52.82262104663158,-73.87782045643885,-31.767421636824313,ghrelin_acyl,RYGBP,sup-t bootstrap
144,-52.18402809792994,-74.17384668401233,-30.194209511847543,ghrelin_acyl,RYGBP,sup-t bootstrap
147.6,-51.54543514922816,-74.73527650701448,-28.355593791441855,ghrelin_acyl,RYGBP,sup-t bootstrap
151.20000000000002,-51.02520580862543,-75.07599712392238,-26.974414493328474,ghrelin_acyl,RYGBP,sup-t bootstrap
154.8,-50.74170368422067,-74.6209980469055,-26.862409321535832,ghrelin_acyl,RYGBP,sup-t bootstrap
158.4,-50.458201559815876,-74.21241198733166,-26.703991132300093,ghrelin_acyl,RYGBP,sup-t bootstrap
162,-50.174699435411064,-73.85097456932543,-26.498424301496698,ghrelin_acyl,RYGBP,sup-t bootstrap
165.6,-49.891197311006295,-73.53715199264444,-26.245242629368153,ghrelin_acyl,RYGBP,sup-t bootstrap
169.20000000000002,-49.6076951866015,-73.27112728768353,-25.944263085519474,ghrelin_acyl,RYGBP,sup-t bootstrap
172.8,-49.32419306219671,-73.05279483739865,-25.595591286994775,ghrelin_acyl,RYGBP,sup-t bootstrap
176.4,-49.04069093779191,-72.88176354405013,-25.199618331533685,ghrelin_acyl,RYGBP,sup-t bootstrap
180,-48.75718881338713,-72.75736842177335,-24.757009205000905,ghrelin_acyl,RYGBP,sup-t bootstrap
0,-97.44003451929508,-123.61797071930836,-71.2620983192818,ghrelin_acyl,SG,sup-t bootstrap
3.6,-94.96592131955066,-118.49811989507828,-71.43372274402304,ghrelin_acyl,SG,sup-t bootstrap
7.2,-92.4918081198062,-114.59372321751027,-70.38989302210211,ghrelin_acyl,SG,sup-t bootstrap
10.8,-90.01769492006177,-112.14178105386917,-67.89360878625438,ghrelin_acyl,SG,sup-t bootstrap
14.4,-87.54358172031729,-111.13819929738541,-63.94896414324917,ghrelin_acyl,SG,sup-t bootstrap
18,-86.13922841281374,-108.30314965687066,-63.97530716875681,ghrelin_acyl,SG,sup-t bootstrap
21.6,-84.9488270837584,-105.8048019922166,-64.09285217530021,ghrelin_acyl,SG,sup-t bootstrap
25.2,-83.75842575470297,-104.40117496284985,-63.11567654655609,ghrelin_acyl,SG,sup-t bootstrap
28.8,-82.56802442564751,-104.12477792373687,-61.01127092755814,ghrelin_acyl,SG,sup-t bootstrap
32.4,-81.55231229740019,-102.84521125103547,-60.25941334376491,ghrelin_acyl,SG,sup-t bootstrap
36,-80.62394476955697,-100.89184789401219,-60.35604164510175,ghrelin_acyl,SG,sup-t bootstrap
39.6,-79.69557724171374,-99.17709591946146,-60.214058563966006,ghrelin_acyl,SG,sup-t bootstrap
43.2,-78.7672097138705,-97.73066310815288,-59.80375631958812,ghrelin_acyl,SG,sup-t bootstrap
46.800000000000004,-77.83884218602728,-96.57482043642449,-59.10286393563007,ghrelin_acyl,SG,sup-t bootstrap
50.4,-76.91047465818406,-95.72011365201243,-58.100835664355685,ghrelin_acyl,SG,sup-t bootstrap
54,-75.98210713034075,-95.16307370852685,-56.80114055215465,ghrelin_acyl,SG,sup-t bootstrap
57.6,-75.05373960249757,-94.88698846357397,-55.22049074142118,ghrelin_acyl,SG,sup-t bootstrap
61.2,-74.08426846344872,-94.17864446361031,-53.98989246328714,ghrelin_acyl,SG,sup-t bootstrap
64.8,-73.03259010198886,-92.30416962849817,-53.761010575479546,ghrelin_acyl,SG,sup-t bootstrap
68.4,-71.98091174052897,-90.64099383502244,-53.320829646035484,ghrelin_acyl,SG,sup-t bootstrap
72,-70.929233379069,-89.21033306743185,-52.64813369070616,ghrelin_acyl,SG,sup-t bootstrap
75.60000000000001,-69.87755501760911,-88.02675895537023,-51.728351079848,ghrelin_acyl,SG,sup-t bootstrap
79.2,-68.82587665614922,-87.09562370007369,-50.55612961222475,ghrelin_acyl,SG,sup-t bootstrap
82.8,-67.77419829468931,-86.4120298809949,-49.13636670838373,ghrelin_acyl,SG,sup-t bootstrap
86.4,-66.72251993322935,-85.9617748862142,-47.4832649802445,ghrelin_acyl,SG,sup-t bootstrap
90,-65.67084157176944,-85.72387505222758,-45.61780809131131,ghrelin_acyl,SG,sup-t bootstrap
93.60000000000001,-67.28181883912487,-86.32993656517493,-48.233701113074794,ghrelin_acyl,SG,sup-t bootstrap
97.2,-68.89279610648026,-87.24095638208527,-50.54463583087525,ghrelin_acyl,SG,sup-t bootstrap
100.8,-70.5037733738357,-88.49256826259509,-52.51497848507631,ghrelin_acyl,SG,sup-t bootstrap
104.4,-72.11475064119111,-90.10519413370011,-54.1243071486821,ghrelin_acyl,SG,sup-t bootstrap
108,-73.7257279085466,-92.07873670877336,-55.37271910831984,ghrelin_acyl,SG,sup-t bootstrap
111.60000000000001,-75.33670517590203,-94.3926062682666,-56.280804083537454,ghrelin_acyl,SG,sup-t bootstrap
115.2,-76.94768244325738,-97.01106601431783,-56.884298872196915,ghrelin_acyl,SG,sup-t bootstrap
118.8,-78.55865971061286,-99.89100401811348,-57.22631540311224,ghrelin_acyl,SG,sup-t bootstrap
122.4,-78.87756042237655,-99.99431133542657,-57.76080950932652,ghrelin_acyl,SG,sup-t bootstrap
126,-78.55042285634435,-98.85291278444429,-58.247932928244424,ghrelin_acyl,SG,sup-t bootstrap
129.6,-78.22328529031219,-98.00286150323281,-58.443709077391574,ghrelin_acyl,SG,sup-t bootstrap
133.20000000000002,-77.89614772427998,-97.46752434347067,-58.3247711050893,ghrelin_acyl,SG,sup-t bootstrap
136.8,-77.56901015824783,-97.25688815723514,-57.88113215926053,ghrelin_acyl,SG,sup-t bootstrap
140.4,-77.24187259221574,-97.36531432471136,-57.11843085972012,ghrelin_acyl,SG,sup-t bootstrap
144,-76.91473502618356,-97.77282419908283,-56.05664585328429,ghrelin_acyl,SG,sup-t bootstrap
147.6,-76.58759746015136,-98.44928702096581,-54.72590789933691,ghrelin_acyl,SG,sup-t bootstrap
151.20000000000002,-76.24869251428377,-98.87214562546546,-53.625239403102086,ghrelin_acyl,SG,sup-t bootstrap
154.8,-75.8862528087456,-98.41570440152071,-53.35680121597047,ghrelin_acyl,SG,sup-t bootstrap
158.4,-75.52381310320732,-97.99624394440673,-53.051382262007905,ghrelin_acyl,SG,sup-t bootstrap
162,-75.16137339766902,-97.6140460046821,-52.70870079065595,ghrelin_acyl,SG,sup-t bootstrap
165.6,-74.7989336921308,-97.26920887795951,-52.32865850630209,ghrelin_acyl,SG,sup-t bootstrap
169.20000000000002,-74.43649398659255,-96.96164497609661,-51.911342997088504,ghrelin_acyl,SG,sup-t bootstrap
172.8,-74.07405428105429,-96.6910829921156,-51.45702556999298,ghrelin_acyl,SG,sup-t bootstrap
176.4,-73.71161457551602,-96.45707453520724,-50.966154615824806,ghrelin_acyl,SG,sup-t bootstrap
180,-73.34917486997777,-96.25900486242415,-50.4393448775314,ghrelin_acyl,SG,sup-t bootstrap
0,-3.2827035330656376,-5.434353368105214,-1.1310536980260615,GIP_total,Obesity,sup-t bootstrap
3.6,-3.9690579821810363,-6.577993904105835,-1.3601220602562374,GIP_total,Obesity,sup-t bootstrap
7.2,-4.655412431296419,-7.9992750320657375,-1.3115498305271012,GIP_total,Obesity,sup-t bootstrap
10.8,-5.341766880411811,-9.55534117748648,-1.1281925833371425,GIP_total,Obesity,sup-t bootstrap
14.4,-6.028121329527238,-11.178356318063518,-0.8778863409909583,GIP_total,Obesity,sup-t bootstrap
18,-4.048066127431184,-9.13967413689901,1.0435418820366413,GIP_total,Obesity,sup-t bootstrap
21.6,-1.5347289950927916,-6.560975657145726,3.491517666960143,GIP_total,Obesity,sup-t bootstrap
25.2,0.9786081372455868,-4.204034943524465,6.1612512180156385,GIP_total,Obesity,sup-t bootstrap
28.8,3.4919452695839936,-2.0501097199161187,9.034000259084106,GIP_total,Obesity,sup-t bootstrap
32.4,4.427519309021584,-1.288047553806928,10.143086171850095,GIP_total,Obesity,sup-t bootstrap
36,4.574211802008634,-1.2252693062756528,10.37369291029292,GIP_total,Obesity,sup-t bootstrap
39.6,4.720904294995719,-1.2339025318677042,10.675711121859143,GIP_total,Obesity,sup-t bootstrap
43.2,4.867596787982791,-1.3085617448920006,11.043755320857581,GIP_total,Obesity,sup-t bootstrap
46.800000000000004,5.014289280969912,-1.4424599598768344,11.47103852181666,GIP_total,Obesity,sup-t bootstrap
50.4,5.160981773956898,-1.6282563241788495,11.950219872092646,GIP_total,Obesity,sup-t bootstrap
54,5.307674266944062,-1.858730955007248,12.474079488895372,GIP_total,Obesity,sup-t bootstrap
57.6,5.454366759931169,-2.1272188470031557,13.035952366865494,GIP_total,Obesity,sup-t bootstrap
61.2,5.084272207414358,-2.71893313362047,12.887477548449187,GIP_total,Obesity,sup-t bootstrap
64.8,3.6806035638895622,-3.93150944208732,11.292716569866444,GIP_total,Obesity,sup-t bootstrap
68.4,2.27693492036488,-5.189972598058222,9.743842438787983,GIP_total,Obesity,sup-t bootstrap
72,0.8732662768402406,-6.497035210420472,8.243567764100952,GIP_total,Obesity,sup-t bootstrap
75.60000000000001,-0.5304023666843847,-7.854620604084505,6.7938158707157354,GIP_total,Obesity,sup-t bootstrap
79.2,-1.9340710102091236,-9.263681792271495,5.395539771853247,GIP_total,Obesity,sup-t bootstrap
82.8,-3.3377396537337845,-10.724106033456524,4.048626725988955,GIP_total,Obesity,sup-t bootstrap
86.4,-4.741408297258474,-12.23472632240494,2.751909727887993,GIP_total,Obesity,sup-t bootstrap
90,-6.145076940783149,-13.793437183866914,1.5032833023006171,GIP_total,Obesity,sup-t bootstrap
93.60000000000001,-5.3380987364324,-12.73698051733037,2.0607830444655706,GIP_total,Obesity,sup-t bootstrap
97.2,-4.531120532081573,-11.722942637561276,2.6607015733981303,GIP_total,Obesity,sup-t bootstrap
100.8,-3.7241423277307604,-10.755072221811083,3.3067875663495636,GIP_total,Obesity,sup-t bootstrap
104.4,-2.917164123379912,-9.836590511710206,4.002262264950381,GIP_total,Obesity,sup-t bootstrap
108,-2.1101859190291066,-8.969906343435213,4.749534505376999,GIP_total,Obesity,sup-t bootstrap
111.60000000000001,-1.3032077146783578,-8.156373658090956,5.54995822873424,GIP_total,Obesity,sup-t bootstrap
115.2,-0.4962295103275238,-7.396143928951124,6.403684908296077,GIP_total,Obesity,sup-t bootstrap
118.8,0.31074869402328176,-6.688149141361394,7.309646529407957,GIP_total,Obesity,sup-t bootstrap
122.4,0.12626128663312386,-6.733915345868635,6.986437919134882,GIP_total,Obesity,sup-t bootstrap
126,-0.5539589266272884,-7.164035523878655,6.0561176706240785,GIP_total,Obesity,sup-t bootstrap
129.6,-1.2341791398877433,-7.626414431391823,5.158056151616337,GIP_total,Obesity,sup-t bootstrap
133.20000000000002,-1.9143993531482337,-8.124447793408809,4.295649087112341,GIP_total,Obesity,sup-t bootstrap
