source_study,cohort,hormone,time_min,mean_value,n,challenge_class
Peterli_2012,SG,GLP1_active,150.0,0.8,11,LMMT
Peterli_2012,SG,GLP1_active,180.0,0.6,11,LMMT
Peterli_2012,SG,PYY_3_36,0.0,22.58,11,LMMT
Peterli_2012,SG,PYY_3_36,15.0,37.75,11,LMMT
Peterli_2012,SG,PYY_3_36,30.0,52.75,11,LMMT
Peterli_2012,SG,PYY_3_36,60.0,50.75,11,LMMT
Peterli_2012,SG,PYY_3_36,90.0,47.25,11,LMMT
Peterli_2012,SG,PYY_3_36,120.0,43.5,11,LMMT
Peterli_2012,SG,PYY_3_36,150.0,39.75,11,LMMT
Peterli_2012,SG,PYY_3_36,180.0,36.8,11,LMMT
Peterli_2012,SG,ghrelin_total,0.0,103.8,11,LMMT
Peterli_2012,SG,ghrelin_total,15.0,104.1,11,LMMT
Peterli_2012,SG,ghrelin_total,30.0,104.7,11,LMMT
Peterli_2012,SG,ghrelin_total,60.0,102.0,11,LMMT
Peterli_2012,SG,ghrelin_total,90.0,99.0,11,LMMT
Peterli_2012,SG,ghrelin_total,120.0,96.6,11,LMMT
Peterli_2012,SG,ghrelin_total,150.0,96.6,11,LMMT
Peterli_2012,SG,ghrelin_total,180.0,96.3,11,LMMT
Svane_2019,Obesity,GIP_total,0.0,11.17,12,LMMT
Svane_2019,Obesity,GIP_total,15.0,34.77,12,LMMT
Svane_2019,Obesity,GIP_total,30.0,63.2,12,LMMT
Svane_2019,Obesity,GIP_total,60.0,60.15,12,LMMT
Svane_2019,Obesity,GIP_total,90.0,57.36,12,LMMT
Svane_2019,Obesity,GIP_total,120.0,70.3,12,LMMT
Svane_2019,Obesity,GIP_total,150.0,67.51,12,LMMT
Svane_2019,Obesity,GIP_total,180.0,54.82,12,LMMT
Svane_2019,Obesity,GLP1_total,0.0,18.02,12,LMMT
Svane_2019,Obesity,GLP1_total,15.0,19.54,12,LMMT
Svane_2019,Obesity,GLP1_total,30.0,24.37,12,LMMT
Svane_2019,Obesity,GLP1_total,60.0,23.86,12,LMMT
Svane_2019,Obesity,GLP1_total,90.0,27.66,12,LMMT
Svane_2019,Obesity,GLP1_total,120.0,29.7,12,LMMT
Svane_2019,Obesity,GLP1_total,150.0,29.7,12,LMMT
Svane_2019,Obesity,GLP1_total,180.0,35.79,12,LMMT
Svane_2019,Obesity,PYY_total,0.0,16.0,12,LMMT
Svane_2019,Obesity,PYY_total,15.0,16.54,12,LMMT
Svane_2019,Obesity,PYY_total,30.0,19.25,12,LMMT
Svane_2019,Obesity,PYY_total,60.0,19.12,12,LMMT
Svane_2019,Obesity,PYY_total,90.0,17.49,12,LMMT
Svane_2019,Obesity,PYY_total,120.0,17.22,12,LMMT
Svane_2019,Obesity,PYY_total,150.0,18.58,12,LMMT
Svane_2019,Obesity,PYY_total,180.0,20.07,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,0.0,14.84,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,15.0,16.89,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,30.0,14.8,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,60.0,11.75,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,90.0,13.42,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,120.0,15.43,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,150.0,16.01,12,LMMT
Svane_2019,Obesity,ghrelin_acyl,180.0,16.64,12,LMMT
Svane_2019,Obesity,ghrelin_total,0.0,402.67,12,LMMT
Svane_2019,Obesity,ghrelin_total,15.0,406.93,12,LMMT
Svane_2019,Obesity,ghrelin_total,30.0,380.49,12,LMMT
Svane_2019,Obesity,ghrelin_total,60.0,319.06,12,LMMT
Svane_2019,Obesity,ghrelin_total,90.0,338.68,12,LMMT
Svane_2019,Obesity,ghrelin_total,120.0,331.86,12,LMMT
Svane_2019,Obesity,ghrelin_total,150.0,354.04,12,LMMT
Svane_2019,Obesity,ghrelin_total,180.0,383.04,12,LMMT
Svane_2019,Obesity,glucagon,0.0,5.2,12,LMMT
Svane_2019,Obesity,glucagon,15.0,7.67,12,LMMT
Svane_2019,Obesity,glucagon,30.0,6.55,12,LMMT
Svane_2019,Obesity,glucagon,60.0,4.04,12,LMMT
Svane_2019,Obesity,glucagon,90.0,3.29,12,LMMT
Svane_2019,Obesity,glucagon,120.0,3.67,12,LMMT
Svane_2019,Obesity,glucagon,150.0,6.49,12,LMMT
Svane_2019,Obesity,glucagon,180.0,9.34,12,LMMT
Svane_2019,Obesity,glucose,0.0,5.16,12,LMMT
Svane_2019,Obesity,glucose,15.0,5.65,12,LMMT
Svane_2019,Obesity,glucose,30.0,7.29,12,LMMT
Svane_2019,Obesity,glucose,60.0,8.49,12,LMMT
Svane_2019,Obesity,glucose,90.0,7.23,12,LMMT
Svane_2019,Obesity,glucose,120.0,6.03,12,LMMT
Svane_2019,Obesity,glucose,150.0,5.16,12,LMMT
Svane_2019,Obesity,glucose,180.0,4.62,12,LMMT
Svane_2019,Obesity,insulin,0.0,48.31,12,LMMT
Svane_2019,Obesity,insulin,15.0,142.37,12,LMMT
Svane_2019,Obesity,insulin,30.0,350.85,12,LMMT
Svane_2019,Obesity,insulin,60.0,538.98,12,LMMT
Svane_2019,Obesity,insulin,90.0,444.92,12,LMMT
Svane_2019,Obesity,insulin,120.0,307.63,12,LMMT
Svane_2019,Obesity,insulin,150.0,165.25,12,LMMT
Svane_2019,Obesity,insulin,180.0,109.32,12,LMMT
Svane_2019,RYGBP,GIP_total,0.0,12.18,12,LMMT
Svane_2019,RYGBP,GIP_total,15.0,97.97,12,LMMT
Svane_2019,RYGBP,GIP_total,30.0,119.54,12,LMMT
Svane_2019,RYGBP,GIP_total,60.0,54.57,12,LMMT
Svane_2019,RYGBP,GIP_total,90.0,33.5,12,LMMT
Svane_2019,RYGBP,GIP_total,120.0,21.83,12,LMMT
Svane_2019,RYGBP,GIP_total,150.0,19.29,12,LMMT
Svane_2019,RYGBP,GIP_total,180.0,17.26,12,LMMT
Svane_2019,RYGBP,GLP1_total,0.0,17.01,12,LMMT
Svane_2019,RYGBP,GLP1_total,15.0,26.4,12,LMMT
Svane_2019,RYGBP,GLP1_total,30.0,134.01,12,LMMT
Svane_2019,RYGBP,GLP1_total,60.0,98.22,12,LMMT
Svane_2019,RYGBP,GLP1_total,90.0,57.36,12,LMMT
Svane_2019,RYGBP,GLP1_total,120.0,34.77,12,LMMT
Svane_2019,RYGBP,GLP1_total,150.0,24.62,12,LMMT
Svane_2019,RYGBP,GLP1_total,180.0,19.29,12,LMMT
Svane_2019,RYGBP,PYY_total,0.0,17.76,12,LMMT
Svane_2019,RYGBP,PYY_total,15.0,34.44,12,LMMT
Svane_2019,RYGBP,PYY_total,30.0,60.47,12,LMMT
Svane_2019,RYGBP,PYY_total,60.0,58.31,12,LMMT
Svane_2019,RYGBP,PYY_total,90.0,45.29,12,LMMT
Svane_2019,RYGBP,PYY_total,120.0,38.92,12,LMMT
Svane_2019,RYGBP,PYY_total,150.0,34.31,12,LMMT
Svane_2019,RYGBP,PYY_total,180.0,29.56,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,0.0,12.92,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,15.0,10.2,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,30.0,7.15,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,60.0,7.15,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,90.0,8.36,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,120.0,10.87,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,150.0,11.37,12,LMMT
Svane_2019,RYGBP,ghrelin_acyl,180.0,11.91,12,LMMT
Svane_2019,RYGBP,ghrelin_total,0.0,288.35,12,LMMT
Svane_2019,RYGBP,ghrelin_total,15.0,267.88,12,LMMT
Svane_2019,RYGBP,ghrelin_total,30.0,240.58,12,LMMT
Svane_2019,RYGBP,ghrelin_total,60.0,203.89,12,LMMT
Svane_2019,RYGBP,ghrelin_total,90.0,221.81,12,LMMT
Svane_2019,RYGBP,ghrelin_total,120.0,235.46,12,LMMT
Svane_2019,RYGBP,ghrelin_total,150.0,249.96,12,LMMT
Svane_2019,RYGBP,ghrelin_total,180.0,272.99,12,LMMT
Svane_2019,RYGBP,glucagon,0.0,4.01,12,LMMT
Svane_2019,RYGBP,glucagon,15.0,9.61,12,LMMT
Svane_2019,RYGBP,glucagon,30.0,10.59,12,LMMT
Svane_2019,RYGBP,glucagon,60.0,7.1,12,LMMT
Svane_2019,RYGBP,glucagon,90.0,7.16,12,LMMT
Svane_2019,RYGBP,glucagon,120.0,6.86,12,LMMT
Svane_2019,RYGBP,glucagon,150.0,7.13,12,LMMT
Svane_2019,RYGBP,glucagon,180.0,6.45,12,LMMT
Svane_2019,RYGBP,glucose,0.0,4.9,12,LMMT
Svane_2019,RYGBP,glucose,15.0,7.42,12,LMMT
Svane_2019,RYGBP,glucose,30.0,9.97,12,LMMT
Svane_2019,RYGBP,glucose,60.0,8.73,12,LMMT
Svane_2019,RYGBP,glucose,90.0,4.51,12,LMMT
Svane_2019,RYGBP,glucose,120.0,4.02,12,LMMT
Svane_2019,RYGBP,glucose,150.0,4.36,12,LMMT
Svane_2019,RYGBP,glucose,180.0,4.66,12,LMMT
Svane_2019,RYGBP,insulin,0.0,20.34,12,LMMT
Svane_2019,RYGBP,insulin,15.0,541.53,12,LMMT
Svane_2019,RYGBP,insulin,30.0,943.22,12,LMMT
Svane_2019,RYGBP,insulin,60.0,996.61,12,LMMT
Svane_2019,RYGBP,insulin,90.0,236.44,12,LMMT
Svane_2019,RYGBP,insulin,120.0,91.53,12,LMMT
Svane_2019,RYGBP,insulin,150.0,58.47,12,LMMT
Svane_2019,RYGBP,insulin,180.0,40.68,12,LMMT
Svane_2019,SG,GIP_total,0.0,10.91,12,LMMT
Svane_2019,SG,GIP_total,15.0,73.86,12,LMMT
Svane_2019,SG,GIP_total,30.0,94.67,12,LMMT
Svane_2019,SG,GIP_total,60.0,79.7,12,LMMT
Svane_2019,SG,GIP_total,90.0,90.36,12,LMMT
Svane_2019,SG,GIP_total,120.0,63.71,12,LMMT
Svane_2019,SG,GIP_total,150.0,45.43,12,LMMT
Svane_2019,SG,GIP_total,180.0,31.73,12,LMMT
Svane_2019,SG,GLP1_total,0.0,14.72,12,LMMT
Svane_2019,SG,GLP1_total,15.0,27.41,12,LMMT
Svane_2019,SG,GLP1_total,30.0,49.24,12,LMMT
Svane_2019,SG,GLP1_total,60.0,39.34,12,LMMT
Svane_2019,SG,GLP1_total,90.0,32.74,12,LMMT
Svane_2019,SG,GLP1_total,120.0,30.96,12,LMMT
Svane_2019,SG,GLP1_total,150.0,26.65,12,LMMT
Svane_2019,SG,GLP1_total,180.0,20.56,12,LMMT
Svane_2019,SG,PYY_total,0.0,13.29,12,LMMT
Svane_2019,SG,PYY_total,15.0,17.49,12,LMMT
Svane_2019,SG,PYY_total,30.0,25.9,12,LMMT
Svane_2019,SG,PYY_total,60.0,26.98,12,LMMT
Svane_2019,SG,PYY_total,90.0,27.53,12,LMMT
Svane_2019,SG,PYY_total,120.0,26.31,12,LMMT
Svane_2019,SG,PYY_total,150.0,27.53,12,LMMT
Svane_2019,SG,PYY_total,180.0,24.54,12,LMMT
Svane_2019,SG,ghrelin_acyl,0.0,7.23,12,LMMT
Svane_2019,SG,ghrelin_acyl,15.0,7.19,12,LMMT
Svane_2019,SG,ghrelin_acyl,30.0,5.77,12,LMMT
Svane_2019,SG,ghrelin_acyl,60.0,7.19,12,LMMT
Svane_2019,SG,ghrelin_acyl,90.0,5.9,12,LMMT
Svane_2019,SG,ghrelin_acyl,120.0,7.48,12,LMMT
Svane_2019,SG,ghrelin_acyl,150.0,7.69,12,LMMT
Svane_2019,SG,ghrelin_acyl,180.0,8.03,12,LMMT
Svane_2019,SG,ghrelin_total,0.0,170.62,12,LMMT
Svane_2019,SG,ghrelin_total,15.0,157.83,12,LMMT
Svane_2019,SG,ghrelin_total,30.0,157.83,12,LMMT
Svane_2019,SG,ghrelin_total,60.0,149.29,12,LMMT
Svane_2019,SG,ghrelin_total,90.0,149.29,12,LMMT
Svane_2019,SG,ghrelin_total,120.0,144.17,12,LMMT
Svane_2019,SG,ghrelin_total,150.0,158.68,12,LMMT
Svane_2019,SG,ghrelin_total,180.0,156.12,12,LMMT
Svane_2019,SG,glucagon,0.0,3.53,12,LMMT
Svane_2019,SG,glucagon,15.0,7.71,12,LMMT
Svane_2019,SG,glucagon,30.0,6.55,12,LMMT
Svane_2019,SG,glucagon,60.0,4.21,12,LMMT
Svane_2019,SG,glucagon,90.0,3.5,12,LMMT
Svane_2019,SG,glucagon,120.0,5.57,12,LMMT
Svane_2019,SG,glucagon,150.0,5.84,12,LMMT
Svane_2019,SG,glucagon,180.0,6.08,12,LMMT
Svane_2019,SG,glucose,0.0,4.92,12,LMMT
Svane_2019,SG,glucose,15.0,6.37,12,LMMT
Svane_2019,SG,glucose,30.0,8.64,12,LMMT
Svane_2019,SG,glucose,60.0,9.26,12,LMMT
Svane_2019,SG,glucose,90.0,6.89,12,LMMT
Svane_2019,SG,glucose,120.0,5.2,12,LMMT
Svane_2019,SG,glucose,150.0,4.88,12,LMMT
Svane_2019,SG,glucose,180.0,4.96,12,LMMT
Svane_2019,SG,insulin,0.0,53.39,12,LMMT
Svane_2019,SG,insulin,15.0,297.46,12,LMMT
Svane_2019,SG,insulin,30.0,513.56,12,LMMT
Svane_2019,SG,insulin,60.0,533.9,12,LMMT
Svane_2019,SG,insulin,90.0,383.9,12,LMMT
Svane_2019,SG,insulin,120.0,193.22,12,LMMT
Svane_2019,SG,insulin,150.0,104.24,12,LMMT
Svane_2019,SG,insulin,180.0,68.64,12,LMMT
Theodorakis_2004,T2DM,GIP_total,0.0,44.3,16,OGTT
Theodorakis_2004,T2DM,GIP_total,15.0,92.36,16,OGTT
Theodorakis_2004,T2DM,GIP_total,30.0,101.49,16,OGTT
Theodorakis_2004,T2DM,GIP_total,60.0,106.32,16,OGTT
Theodorakis_2004,T2DM,GIP_total,90.0,91.29,16,OGTT
Theodorakis_2004,T2DM,GIP_total,120.0,80.1,16,OGTT
Theodorakis_2004,T2DM,glucagon,0.0,28.85,16,OGTT
Theodorakis_2004,T2DM,glucagon,15.0,26.33,16,OGTT
Theodorakis_2004,T2DM,glucagon,30.0,25.83,16,OGTT
Theodorakis_2004,T2DM,glucagon,60.0,25.96,16,OGTT
Theodorakis_2004,T2DM,glucagon,90.0,23.58,16,OGTT
Theodorakis_2004,T2DM,glucagon,120.0,20.83,16,OGTT
Theodorakis_2004,T2DM,glucose,0.0,8.18,16,OGTT
Theodorakis_2004,T2DM,glucose,15.0,10.27,16,OGTT
Theodorakis_2004,T2DM,glucose,30.0,12.22,16,OGTT
Theodorakis_2004,T2DM,glucose,60.0,14.86,16,OGTT
Theodorakis_2004,T2DM,glucose,90.0,15.37,16,OGTT
Theodorakis_2004,T2DM,glucose,120.0,15.14,16,OGTT
Theodorakis_2004,T2DM,insulin,0.0,59.44,16,OGTT
Theodorakis_2004,T2DM,insulin,15.0,106.83,16,OGTT
Theodorakis_2004,T2DM,insulin,30.0,153.41,16,OGTT
Theodorakis_2004,T2DM,insulin,60.0,253.1,16,OGTT
Theodorakis_2004,T2DM,insulin,90.0,265.86,16,OGTT
Theodorakis_2004,T2DM,insulin,120.0,278.71,16,OGTT
Theodorakis_2004,no_obese_without_T2DM,GIP_total,0.0,32.4,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,GIP_total,15.0,78.58,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,GIP_total,30.0,78.76,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,GIP_total,60.0,81.8,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,GIP_total,90.0,91.29,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,GIP_total,120.0,80.1,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucagon,0.0,16.9,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucagon,15.0,17.22,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucagon,30.0,15.06,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucagon,60.0,14.47,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucagon,90.0,14.69,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucagon,120.0,13.84,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucose,0.0,4.98,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucose,15.0,6.69,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucose,30.0,7.18,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucose,60.0,6.78,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucose,90.0,6.29,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,glucose,120.0,5.76,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,insulin,0.0,31.33,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,insulin,15.0,188.76,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,insulin,30.0,249.8,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,insulin,60.0,281.93,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,insulin,90.0,249.8,34,OGTT
Theodorakis_2004,no_obese_without_T2DM,insulin,120.0,181.53,34,OGTT
Valderas_2010,Obesity,PYY_total,0.0,23.916666666666668,8,LMMT
Valderas_2010,Obesity,PYY_total,15.0,28.89,8,LMMT
Valderas_2010,Obesity,PYY_total,30.0,33.75,8,LMMT
Valderas_2010,Obesity,PYY_total,60.0,32.04333333333333,8,LMMT
Valderas_2010,Obesity,PYY_total,90.0,30.573333333333334,8,LMMT
Valderas_2010,Obesity,PYY_total,120.0,30.41,8,LMMT
Valderas_2010,Obesity,PYY_total,150.0,29.50333333333333,8,LMMT
Valderas_2010,Obesity,PYY_total,180.0,30.426666666666666,8,LMMT
Valderas_2010,Post-CR,PYY_total,0.0,14.08,8,LMMT
Valderas_2010,Post-CR,PYY_total,15.0,16.39,8,LMMT
Valderas_2010,Post-CR,PYY_total,30.0,19.16,8,LMMT
Valderas_2010,Post-CR,PYY_total,60.0,18.7,8,LMMT
Valderas_2010,Post-CR,PYY_total,90.0,20.32,8,LMMT
Valderas_2010,Post-CR,PYY_total,120.0,21.93,8,LMMT
Valderas_2010,Post-CR,PYY_total,150.0,20.32,8,LMMT
Valderas_2010,Post-CR,PYY_total,180.0,17.32,8,LMMT
Valderas_2010,RYGBP,PYY_total,0.0,31.4,8,LMMT
Valderas_2010,RYGBP,PYY_total,15.0,51.23,8,LMMT
Valderas_2010,RYGBP,PYY_total,30.0,72.03,8,LMMT
Valderas_2010,RYGBP,PYY_total,60.0,73.65,8,LMMT
Valderas_2010,RYGBP,PYY_total,90.0,66.49,8,LMMT
Valderas_2010,RYGBP,PYY_total,120.0,58.87,8,LMMT
Valderas_2010,RYGBP,PYY_total,150.0,50.79,8,LMMT
Valderas_2010,RYGBP,PYY_total,180.0,43.17,8,LMMT
Valderas_2010,SG,PYY_total,0.0,27.94,8,LMMT
Valderas_2010,SG,PYY_total,15.0,41.79,8,LMMT
Valderas_2010,SG,PYY_total,30.0,56.33,8,LMMT
Valderas_2010,SG,PYY_total,60.0,55.18,8,LMMT
Valderas_2010,SG,PYY_total,90.0,51.72,8,LMMT
Valderas_2010,SG,PYY_total,120.0,47.79,8,LMMT
Valderas_2010,SG,PYY_total,150.0,40.17,8,LMMT
Valderas_2010,SG,PYY_total,180.0,30.25,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,0.0,37.15,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,15.0,39.71,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,30.0,42.49,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,60.0,51.08,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,90.0,47.37,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,120.0,42.35,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,150.0,45.05,8,LMMT
Valderas_2010,no_obese_without_T2DM,PYY_total,180.0,36.92,8,LMMT
Verdich_2001,Obesity,GIP_total,0.0,9.57,19,SMMT
Verdich_2001,Obesity,GIP_total,15.0,19.29,19,SMMT
Verdich_2001,Obesity,GIP_total,30.0,55.3,19,SMMT
Verdich_2001,Obesity,GIP_total,60.0,76.64,19,SMMT
Verdich_2001,Obesity,GIP_total,90.0,72.1,19,SMMT
Verdich_2001,Obesity,GIP_total,120.0,66.89,19,SMMT
Verdich_2001,Obesity,GIP_total,150.0,54.13,19,SMMT
Verdich_2001,Obesity,GIP_total,180.0,40.3,19,SMMT
Verdich_2001,Obesity,GLP1_total,0.0,9.63,19,SMMT
Verdich_2001,Obesity,GLP1_total,15.0,11.84,19,SMMT
Verdich_2001,Obesity,GLP1_total,30.0,16.9,19,SMMT
Verdich_2001,Obesity,GLP1_total,60.0,17.13,19,SMMT
Verdich_2001,Obesity,GLP1_total,90.0,16.91,19,SMMT
Verdich_2001,Obesity,GLP1_total,120.0,17.49,19,SMMT
Verdich_2001,Obesity,GLP1_total,150.0,17.85,19,SMMT
Verdich_2001,Obesity,GLP1_total,180.0,15.75,19,SMMT
Verdich_2001,Obesity,glucose,0.0,3.64,19,SMMT
Verdich_2001,Obesity,glucose,15.0,4.12,19,SMMT
Verdich_2001,Obesity,glucose,30.0,5.86,19,SMMT
Verdich_2001,Obesity,glucose,60.0,6.85,19,SMMT
Verdich_2001,Obesity,glucose,90.0,5.91,19,SMMT
Verdich_2001,Obesity,glucose,120.0,5.25,19,SMMT
Verdich_2001,Obesity,glucose,150.0,4.5,19,SMMT
Verdich_2001,Obesity,glucose,180.0,3.32,19,SMMT
Verdich_2001,Obesity,insulin,0.0,641.46,19,SMMT
Verdich_2001,Obesity,insulin,15.0,1167.96,19,SMMT
Verdich_2001,Obesity,insulin,30.0,3191.16,19,SMMT
Verdich_2001,Obesity,insulin,60.0,5390.94,19,SMMT
Verdich_2001,Obesity,insulin,90.0,5374.8,19,SMMT
Verdich_2001,Obesity,insulin,120.0,4114.5,19,SMMT
Verdich_2001,Obesity,insulin,150.0,2854.2,19,SMMT
Verdich_2001,Obesity,insulin,180.0,1632.84,19,SMMT
Verdich_2001,Post-CR,GIP_total,0.0,6.47,19,SMMT
Verdich_2001,Post-CR,GIP_total,15.0,11.61,19,SMMT
Verdich_2001,Post-CR,GIP_total,30.0,43.98,19,SMMT
Verdich_2001,Post-CR,GIP_total,60.0,64.3,19,SMMT
Verdich_2001,Post-CR,GIP_total,90.0,58.9,19,SMMT
Verdich_2001,Post-CR,GIP_total,120.0,55.3,19,SMMT
Verdich_2001,Post-CR,GIP_total,150.0,41.6,19,SMMT
Verdich_2001,Post-CR,GIP_total,180.0,29.65,19,SMMT
Verdich_2001,Post-CR,GLP1_total,0.0,12.49,19,SMMT
Verdich_2001,Post-CR,GLP1_total,15.0,14.3,19,SMMT
Verdich_2001,Post-CR,GLP1_total,30.0,17.29,19,SMMT
Verdich_2001,Post-CR,GLP1_total,60.0,18.93,19,SMMT
Verdich_2001,Post-CR,GLP1_total,90.0,20.17,19,SMMT
Verdich_2001,Post-CR,GLP1_total,120.0,19.3,19,SMMT
Verdich_2001,Post-CR,GLP1_total,150.0,17.94,19,SMMT
Verdich_2001,Post-CR,GLP1_total,180.0,16.28,19,SMMT
Verdich_2001,Post-CR,glucose,0.0,3.28,19,SMMT
Verdich_2001,Post-CR,glucose,15.0,3.29,19,SMMT
Verdich_2001,Post-CR,glucose,30.0,5.15,19,SMMT
Verdich_2001,Post-CR,glucose,60.0,4.66,19,SMMT
Verdich_2001,Post-CR,glucose,90.0,3.96,19,SMMT
Verdich_2001,Post-CR,glucose,120.0,3.44,19,SMMT
Verdich_2001,Post-CR,glucose,150.0,2.82,19,SMMT
Verdich_2001,Post-CR,glucose,180.0,2.68,19,SMMT
Verdich_2001,Post-CR,insulin,0.0,427.68,19,SMMT
Verdich_2001,Post-CR,insulin,15.0,623.64,19,SMMT
Verdich_2001,Post-CR,insulin,30.0,2044.26,19,SMMT
Verdich_2001,Post-CR,insulin,60.0,2689.02,19,SMMT
Verdich_2001,Post-CR,insulin,90.0,2575.62,19,SMMT
Verdich_2001,Post-CR,insulin,120.0,1917.96,19,SMMT
Verdich_2001,Post-CR,insulin,150.0,1279.68,19,SMMT
Verdich_2001,Post-CR,insulin,180.0,971.94,19,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,0.0,6.47,12,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,15.0,18.49,12,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,30.0,54.36,12,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,60.0,82.84,12,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,90.0,83.69,12,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,120.0,67.97,12,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,150.0,54.0,12,SMMT
Verdich_2001,no_obese_without_T2DM,GIP_total,180.0,35.18,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,0.0,11.96,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,15.0,15.5,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,30.0,20.68,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,60.0,23.68,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,90.0,23.42,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,120.0,21.67,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,150.0,20.32,12,SMMT
Verdich_2001,no_obese_without_T2DM,GLP1_total,180.0,18.4,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,0.0,3.7,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,15.0,3.69,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,30.0,3.18,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,60.0,2.89,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,90.0,2.67,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,120.0,2.71,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,150.0,2.82,12,SMMT
Verdich_2001,no_obese_without_T2DM,glucose,180.0,2.92,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,0.0,35.63,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,15.0,61.83,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,30.0,191.69,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,60.0,172.79,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,90.0,153.89,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,120.0,125.27,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,150.0,93.41,12,SMMT
Verdich_2001,no_obese_without_T2DM,insulin,180.0,48.6,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,0.0,8.27,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,15.0,22.0,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,30.0,39.4,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,60.0,50.2,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,90.0,53.3,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,120.0,41.8,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,150.0,26.5,12,SMMT
Vilsb_ll_2001,Obesity,GIP_active,180.0,21.3,12,SMMT
