study,reference,N,cohort,BMI,BMI_sd,Nfem,age,age_sd,caloric_test,kcal,hormone,time_min,value,cohort_lvl1,cohort_lvl2
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,180,4.14,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,0,104.2,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,15,277.39,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,30,390.45,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,60,438.69,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,90,351.26,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,120,440.2,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,150,304.52,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Insulin,180,185.4,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,0,17.33,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,15,18.4,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,30,17.97,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,60,13.85,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,90,12.89,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,120,12.78,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,150,13.69,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucagon,180,14.28,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,0,6.29,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,15,7.46,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,30,9.32,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,60,11,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,90,10.3,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,120,9.61,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,150,8.15,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,Glucose,180,6.67,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,0,6.47,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,15,11.61,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,30,43.98,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,60,64.3,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,90,58.9,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,120,55.3,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,150,41.6,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GIP,180,29.65,Post-CR,Post-Intervention
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity after Weight loss  by caloric restriction Cohort,38.7,33,,35,,Solid Mixed Meal Test,597,TOTAL GLP-1,0,12.49,Post-CR,Post-Intervention
