study,reference,N,cohort,BMI,BMI_sd,Nfem,age,age_sd,caloric_test,kcal,hormone,time_min,value,cohort_lvl1,cohort_lvl2
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Insulin,150,11.28,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Insulin,180,5.36,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,0,4.99,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,15,5.55,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,30,6.12,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,60,6.25,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,90,5.55,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,120,5.36,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,150,5.16,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,456,Glucose,180,4.92,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,0,31.32,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,15,27.95,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,30,24.55,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,60,19.61,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,90,18.11,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,120,21.41,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,150,25.64,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL GHRELIN,180,29.65,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,0,4.18,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,15,24.24,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,30,43.46,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,60,61.37,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,90,60.06,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,120,46.93,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,150,38.45,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GIP,180,35.82,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,0,3.92,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,15,4.33,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,30,4.62,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,60,4.74,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,90,4.43,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,120,4.37,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,150,4.31,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,ACTIVE GLP-1,180,4.25,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,0,10.8,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,15,11.67,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,30,12.84,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,60,14.3,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,90,14.94,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,120,15.26,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,150,15.21,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,TOTAL PYY,180,14.91,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,0,5.22,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,15,13.3,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,30,21.17,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,60,27.16,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,90,22.84,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,120,18.66,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,150,13.51,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Insulin,180,7.66,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,0,4.97,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,15,5.25,Lean,Lean
